indice,asignatura,cod_asignatura,cod_plan,curso_aca,id,cod_tipologia,plan,tipologia,universidad,cod_universidad
2306,Informática Industrial,INFORMÁTICAINDUSTRIAL4553,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2307,Prácticas Clínicas II,PRÁCTICASCLÍNICASII3614,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2308,Lenguajes y Paradigmas de Programación,LENGUAJESYPARADIGMASDEPROGRAMACIÓN9207,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2309,Inteligencia Emocional,INTELIGENCIAEMOCIONAL2087,Grado-en-Enfermería,2018/2019,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2310,Investigación y Enfermería,INVESTIGACIÓNYENFERMERÍA8348,Grado-en-Enfermería,2019/2020,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2311,Automatización Industrial Avanzada,AUTOMATIZACIÓNINDUSTRIALAVANZADA4230,Grado-en-Enfermería,2019/2020,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2312,Prácticas Externas,PRÁCTICASEXTERNAS8522,Grado-en-Enfermería,2019/2020,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2313,Enfermería Clinica I,ENFERMERÍACLINICAI1870,Grado-en-Enfermería,2019/2020,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2314,Bases de Datos,BASESDEDATOS7415,Grado-en-Enfermería,2019/2020,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2315,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA6327,Grado-en-Enfermería,2020/2021,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2316,Ingeniería Logística,INGENIERÍALOGÍSTICA2339,Grado-en-Enfermería,2020/2021,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2317,Modelado de Datos,MODELADODEDATOS2045,Grado-en-Enfermería,2020/2021,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2318,Fundamentos Químicos en la Ingeniería,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA1990,Grado-en-Enfermería,2020/2021,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2319,Seguridad en Sistemas y Tecnologías Web,SEGURIDADENSISTEMASYTECNOLOGÍASWEB9512,Grado-en-Enfermería,2020/2021,QZgME#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2320,Ingeniería de Control,INGENIERÍADECONTROL2004,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2321,Fundamentos Físicos para la Ingeniería,FUNDAMENTOSFÍSICOSPARALAINGENIERÍA1323,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2322,Álgebra,ÁLGEBRA4531,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2323,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS5284,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2324,Anatomía Humana e Histología,ANATOMÍAHUMANAEHISTOLOGÍA2359,Grado-en-Ingeniería-Informática,2017/2018,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2325,Ingeniería de Materiales,INGENIERÍADEMATERIALES9824,Grado-en-Ingeniería-Informática,2018/2019,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2326,Ingeniería Logística,INGENIERÍALOGÍSTICA3189,Grado-en-Ingeniería-Informática,2018/2019,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2327,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS4868,Grado-en-Ingeniería-Informática,2018/2019,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2328,Fundamentos de Ingeniería Electrónica,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA8957,Grado-en-Ingeniería-Informática,2018/2019,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2329,Sistemas y Tecnologías Web Cliente,SISTEMASYTECNOLOGÍASWEBCLIENTE2188,Grado-en-Ingeniería-Informática,2018/2019,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2330,Enfermería Clinica I,ENFERMERÍACLINICAI9427,Grado-en-Ingeniería-Informática,2019/2020,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2331,Ingeniería Térmica,INGENIERÍATÉRMICA1703,Grado-en-Ingeniería-Informática,2019/2020,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2332,Fundamentos Químicos en la Ingeniería,FUNDAMENTOSQUÍMICOSENLAINGENIERÍA3668,Grado-en-Ingeniería-Informática,2019/2020,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2333,Administración de Infraestructuras TIC y Sistemas,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS7689,Grado-en-Ingeniería-Informática,2019/2020,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2334,Modelado de Datos,MODELADODEDATOS8548,Grado-en-Ingeniería-Informática,2019/2020,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2335,Métodos Estadísticos,MÉTODOSESTADÍSTICOS9964,Grado-en-Ingeniería-Informática,2020/2021,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2336,Física 1,FÍSICA18924,Grado-en-Ingeniería-Informática,2020/2021,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2337,Administración de Sistemas,ADMINISTRACIÓNDESISTEMAS8373,Grado-en-Ingeniería-Informática,2020/2021,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2338,Optimización,OPTIMIZACIÓN6898,Grado-en-Ingeniería-Informática,2020/2021,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2339,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO9723,Grado-en-Ingeniería-Informática,2020/2021,bUgac#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2340,Sistemas Electrónicos Digitales,SISTEMASELECTRÓNICOSDIGITALES4253,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2341,Enfermería Clinica I,ENFERMERÍACLINICAI1439,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2342,Automatización Industrial Avanzada,AUTOMATIZACIÓNINDUSTRIALAVANZADA1073,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2343,Electrónica Digital,ELECTRÓNICADIGITAL5679,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2344,Prácticas Clinicas III,PRÁCTICASCLINICASIII4665,Grado-en-Enfermería,2017/2018,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2345,Sistemas Operativos,SISTEMASOPERATIVOS7024,Grado-en-Enfermería,2018/2019,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2346,Electrónica Digital,ELECTRÓNICADIGITAL5902,Grado-en-Enfermería,2018/2019,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2347,Automatización y Control Industrial,AUTOMATIZACIÓNYCONTROLINDUSTRIAL4969,Grado-en-Enfermería,2018/2019,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2348,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9032,Grado-en-Enfermería,2018/2019,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2349,Inglés para la Salud,INGLÉSPARALASALUD5697,Grado-en-Enfermería,2018/2019,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2350,Gestión de la Calidad,GESTIÓNDELACALIDAD6851,Grado-en-Enfermería,2019/2020,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2351,Cálculo,CÁLCULO5308,Grado-en-Enfermería,2019/2020,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2352,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES8887,Grado-en-Enfermería,2019/2020,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2353,Enfermería Comunitaria,ENFERMERÍACOMUNITARIA5297,Grado-en-Enfermería,2019/2020,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2354,Investigación y Enfermería,INVESTIGACIÓNYENFERMERÍA9042,Grado-en-Enfermería,2019/2020,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2355,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS3127,Grado-en-Enfermería,2020/2021,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2356,Inglés para la Salud,INGLÉSPARALASALUD5043,Grado-en-Enfermería,2020/2021,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2357,Análisis de Sistemas Software,ANÁLISISDESISTEMASSOFTWARE7354,Grado-en-Enfermería,2020/2021,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2358,Algoritmos y Estructuras de Datos,ALGORITMOSYESTRUCTURASDEDATOS2593,Grado-en-Enfermería,2020/2021,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2359,Fundamentos Matemáticos,FUNDAMENTOSMATEMÁTICOS3478,Grado-en-Enfermería,2020/2021,SnMqp#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2360,Ampliación de Ingeniería Eléctrica,AMPLIACIÓNDEINGENIERÍAELÉCTRICA1942,Grado-en-Enfermería,2017/2018,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2361,Organización y Gestión Empresarial,ORGANIZACIÓNYGESTIÓNEMPRESARIAL7581,Grado-en-Enfermería,2017/2018,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2362,Anatomía Humana e Histología,ANATOMÍAHUMANAEHISTOLOGÍA6026,Grado-en-Enfermería,2017/2018,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2363,Lenguajes y Paradigmas de Programación,LENGUAJESYPARADIGMASDEPROGRAMACIÓN7318,Grado-en-Enfermería,2017/2018,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2364,Cálculo,CÁLCULO2353,Grado-en-Enfermería,2017/2018,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2365,Gestión de Comunicación y Conocimiento Empresarial,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL7559,Grado-en-Enfermería,2018/2019,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2366,Oficina Técnica/Proyectos,OFICINATÉCNICA/PROYECTOS5963,Grado-en-Enfermería,2018/2019,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2367,Bases Teóricas y Metodológicas de la Enfermería,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA7562,Grado-en-Enfermería,2018/2019,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2368,Prácticas Clinicas IV,PRÁCTICASCLINICASIV9220,Grado-en-Enfermería,2018/2019,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2369,Álgebra,ÁLGEBRA5580,Grado-en-Enfermería,2018/2019,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2370,Informática Industrial,INFORMÁTICAINDUSTRIAL2232,Grado-en-Enfermería,2019/2020,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2371,Física 1,FÍSICA19552,Grado-en-Enfermería,2019/2020,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2372,Ciencias Psicosociales Aplicadas,CIENCIASPSICOSOCIALESAPLICADAS2025,Grado-en-Enfermería,2019/2020,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2373,Organizaciones Empresariales,ORGANIZACIONESEMPRESARIALES6221,Grado-en-Enfermería,2019/2020,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2374,Sistema Electrónicos Digitales,SISTEMAELECTRÓNICOSDIGITALES3408,Grado-en-Enfermería,2019/2020,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2375,Enfermería en Quirófano,ENFERMERÍAENQUIRÓFANO6093,Grado-en-Enfermería,2020/2021,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2376,Física 1,FÍSICA14491,Grado-en-Enfermería,2020/2021,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2377,Habilidades Interpersonales y Comunicación,HABILIDADESINTERPERSONALESYCOMUNICACIÓN7233,Grado-en-Enfermería,2020/2021,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2378,Sistemas Operativos,SISTEMASOPERATIVOS8639,Grado-en-Enfermería,2020/2021,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2379,Ampliación de Ingeniería Eléctrica,AMPLIACIÓNDEINGENIERÍAELÉCTRICA1882,Grado-en-Enfermería,2020/2021,AkAzT#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2380,Computabilidad y Algoritmia,COMPUTABILIDADYALGORITMIA3680,Grado-en-Ingeniería-Electrónica,2017/2018,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2381,Lenguajes y Paradigmas de Programación,LENGUAJESYPARADIGMASDEPROGRAMACIÓN3388,Grado-en-Ingeniería-Electrónica,2017/2018,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2382,Automatización y Control Industrial,AUTOMATIZACIÓNYCONTROLINDUSTRIAL5781,Grado-en-Ingeniería-Electrónica,2017/2018,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2383,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN6754,Grado-en-Ingeniería-Electrónica,2017/2018,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2384,Gestión de Comunicación y Conocimiento Empresarial,GESTIÓNDECOMUNICACIÓNYCONOCIMIENTOEMPRESARIAL2264,Grado-en-Ingeniería-Electrónica,2017/2018,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2385,Inglés Aplicado para la Comunicación en Salud,INGLÉSAPLICADOPARALACOMUNICACIÓNENSALUD5638,Grado-en-Ingeniería-Electrónica,2018/2019,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2386,Bioquímica y Nutrición,BIOQUÍMICAYNUTRICIÓN8121,Grado-en-Ingeniería-Electrónica,2018/2019,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2387,Sistemas Robotizados,SISTEMASROBOTIZADOS4596,Grado-en-Ingeniería-Electrónica,2018/2019,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2388,Estructuras de Computadores,ESTRUCTURASDECOMPUTADORES2261,Grado-en-Ingeniería-Electrónica,2018/2019,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2389,Sistemas y Técnologías Web Arquitectura,SISTEMASYTÉCNOLOGÍASWEBARQUITECTURA1167,Grado-en-Ingeniería-Electrónica,2018/2019,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2390,Álgebra,ÁLGEBRA9660,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2391,Sistemas Electrónicos Digitales,SISTEMASELECTRÓNICOSDIGITALES2112,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2392,Enfermería Comunitaria,ENFERMERÍACOMUNITARIA9178,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2393,Trabajo Fin de Grado,TRABAJOFINDEGRADO1588,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2394,Fundamentos de Ingeniería Electrónica,FUNDAMENTOSDEINGENIERÍAELECTRÓNICA2073,Grado-en-Ingeniería-Electrónica,2019/2020,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2395,Redes y Sistemas Distribuidos,REDESYSISTEMASDISTRIBUIDOS9271,Grado-en-Ingeniería-Electrónica,2020/2021,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2396,Trabajo de Fin de Máster,TRABAJODEFINDEMÁSTER5368,Grado-en-Ingeniería-Electrónica,2020/2021,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2397,Diseño Arquitectónico y Patrones,DISEÑOARQUITECTÓNICOYPATRONES2926,Grado-en-Ingeniería-Electrónica,2020/2021,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2398,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS2665,Grado-en-Ingeniería-Electrónica,2020/2021,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2399,Anatomía Humana e Histología,ANATOMÍAHUMANAEHISTOLOGÍA4712,Grado-en-Ingeniería-Electrónica,2020/2021,Klacn#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2400,Principios de Computadores,PRINCIPIOSDECOMPUTADORES7383,Grado-en-Ingeniería-Informática,2017/2018,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2401,Fisiología y Fisiopatología,FISIOLOGÍAYFISIOPATOLOGÍA4130,Grado-en-Ingeniería-Informática,2017/2018,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2402,Lenguajes y Paradigmas de Programación,LENGUAJESYPARADIGMASDEPROGRAMACIÓN2473,Grado-en-Ingeniería-Informática,2017/2018,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2403,Dirección y Gestión de Proyectos,DIRECCIÓNYGESTIÓNDEPROYECTOS4663,Grado-en-Ingeniería-Informática,2017/2018,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2404,Investigación y Enfermería,INVESTIGACIÓNYENFERMERÍA6380,Grado-en-Ingeniería-Informática,2017/2018,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2405,Sistemas y Tecnologías Web Servidor,SISTEMASYTECNOLOGÍASWEBSERVIDOR6793,Grado-en-Ingeniería-Informática,2018/2019,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2406,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9076,Grado-en-Ingeniería-Informática,2018/2019,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2407,Enfermería Clinica Avanzada,ENFERMERÍACLINICAAVANZADA5805,Grado-en-Ingeniería-Informática,2018/2019,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2408,Estadística,ESTADÍSTICA3153,Grado-en-Ingeniería-Informática,2018/2019,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2409,Bases Teóricas y Metodológicas de la Enfermería,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA9815,Grado-en-Ingeniería-Informática,2018/2019,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2410,Enfermería Clinica I,ENFERMERÍACLINICAI8229,Grado-en-Ingeniería-Informática,2019/2020,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2411,Administración de Infraestructuras TIC y Sistemas,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS5639,Grado-en-Ingeniería-Informática,2019/2020,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2412,Administración y Diseño de Bases de Datos,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS2861,Grado-en-Ingeniería-Informática,2019/2020,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2413,Enfermería Clinica Avanzada I,ENFERMERÍACLINICAAVANZADAI6773,Grado-en-Ingeniería-Informática,2019/2020,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2414,Fisíca 2,FISÍCA21437,Grado-en-Ingeniería-Informática,2019/2020,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2415,Sistemas y Tecnologías Despliegue y Mantenimiento,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO6677,Grado-en-Ingeniería-Informática,2020/2021,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2416,Gestión de la Calidad,GESTIÓNDELACALIDAD4964,Grado-en-Ingeniería-Informática,2020/2021,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2417,Ingeniería de Materiales,INGENIERÍADEMATERIALES6961,Grado-en-Ingeniería-Informática,2020/2021,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2418,Organización y Gestión de Proyectos,ORGANIZACIÓNYGESTIÓNDEPROYECTOS7400,Grado-en-Ingeniería-Informática,2020/2021,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2419,Laboratorio de Desarrollo y Herramientas,LABORATORIODEDESARROLLOYHERRAMIENTAS8618,Grado-en-Ingeniería-Informática,2020/2021,ZYhhA#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2420,Inglés Técnico,INGLÉSTÉCNICO6299,Grado-en-Ingeniería-Electrónica,2017/2018,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2421,Trabajo Fin de Grado,TRABAJOFINDEGRADO8667,Grado-en-Ingeniería-Electrónica,2017/2018,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2422,Ingeniería de Materiales,INGENIERÍADEMATERIALES2289,Grado-en-Ingeniería-Electrónica,2017/2018,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2423,Inglés para la Salud,INGLÉSPARALASALUD7717,Grado-en-Ingeniería-Electrónica,2017/2018,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2424,Enfermería de la Infancia y Adolescencia,ENFERMERÍADELAINFANCIAYADOLESCENCIA7641,Grado-en-Ingeniería-Electrónica,2017/2018,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2425,Sistemas Robotizados,SISTEMASROBOTIZADOS5202,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2426,Expresión Gráfica,EXPRESIÓNGRÁFICA6641,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2427,Prácticas Clinicas III,PRÁCTICASCLINICASIII1013,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2428,Habilidades Interpersonales y Comunicación,HABILIDADESINTERPERSONALESYCOMUNICACIÓN9118,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2429,Gestión de Proyectos Informáticos,GESTIÓNDEPROYECTOSINFORMÁTICOS7940,Grado-en-Ingeniería-Electrónica,2018/2019,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2430,Fisíca 2,FISÍCA21722,Grado-en-Ingeniería-Electrónica,2019/2020,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
2431,Código Deontológico y Aspectos Legales,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES1810,Grado-en-Ingeniería-Electrónica,2019/2020,cRbFY#####,M7QB,Plan 2018,Básica,Universidad de la Laguna,ULL015
