indice,asignatura,calif_numerica,calif,cod_asig,cod_plan,conv,curso_aca,id,plan,universidad,cod_universidad
2490,Principios de Computadores,5.78,Aprobado,PRINCIPIOSDECOMPUTADORES7383,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2491,Fisiología y Fisiopatología,8.54,Aprobado,FISIOLOGÍAYFISIOPATOLOGÍA4130,Grado-en-Ingeniería-Informática,Julio,2017/2018,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2492,Lenguajes y Paradigmas de Programación,5.6,Aprobado,LENGUAJESYPARADIGMASDEPROGRAMACIÓN2473,Grado-en-Ingeniería-Informática,Julio,2017/2018,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2493,Dirección y Gestión de Proyectos,6.19,Aprobado,DIRECCIÓNYGESTIÓNDEPROYECTOS4663,Grado-en-Ingeniería-Informática,Julio,2017/2018,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2494,Investigación y Enfermería,8.23,Aprobado,INVESTIGACIÓNYENFERMERÍA6380,Grado-en-Ingeniería-Informática,Junio,2017/2018,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2495,Sistemas y Tecnologías Web Servidor,2.27,No presentado,SISTEMASYTECNOLOGÍASWEBSERVIDOR6793,Grado-en-Ingeniería-Informática,Julio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2496,Organización y Gestión de Proyectos,0.28,No presentado,ORGANIZACIÓNYGESTIÓNDEPROYECTOS9076,Grado-en-Ingeniería-Informática,Junio,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2497,Enfermería Clinica Avanzada,7.73,Aprobado,ENFERMERÍACLINICAAVANZADA5805,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2498,Estadística,8.41,Aprobado,ESTADÍSTICA3153,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2499,Bases Teóricas y Metodológicas de la Enfermería,6.36,Aprobado,BASESTEÓRICASYMETODOLÓGICASDELAENFERMERÍA9815,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2500,Enfermería Clinica I,8.34,Aprobado,ENFERMERÍACLINICAI8229,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2501,Administración de Infraestructuras TIC y Sistemas,0.86,No presentado,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS5639,Grado-en-Ingeniería-Informática,Julio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2502,Administración y Diseño de Bases de Datos,0.56,No presentado,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS2861,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2503,Enfermería Clinica Avanzada I,7.74,Aprobado,ENFERMERÍACLINICAAVANZADAI6773,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2504,Fisíca 2,0.13,No presentado,FISÍCA21437,Grado-en-Ingeniería-Informática,Julio,2019/2020,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2505,Sistemas y Tecnologías Despliegue y Mantenimiento,8.93,Aprobado,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO6677,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2506,Gestión de la Calidad,6.13,Aprobado,GESTIÓNDELACALIDAD4964,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2507,Ingeniería de Materiales,1.69,No presentado,INGENIERÍADEMATERIALES6961,Grado-en-Ingeniería-Informática,Junio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2508,Organización y Gestión de Proyectos,3.33,No presentado,ORGANIZACIÓNYGESTIÓNDEPROYECTOS7400,Grado-en-Ingeniería-Informática,Julio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2509,Laboratorio de Desarrollo y Herramientas,4.02,Suspenso,LABORATORIODEDESARROLLOYHERRAMIENTAS8618,Grado-en-Ingeniería-Informática,Junio,2020/2021,ZYhhA#####,Plan 2018,Universidad de la Laguna,ULL015
2510,Inglés Técnico,5.93,Aprobado,INGLÉSTÉCNICO6299,Grado-en-Ingeniería-Electrónica,Septiembre,2017/2018,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2511,Trabajo Fin de Grado,5.5,Aprobado,TRABAJOFINDEGRADO8667,Grado-en-Ingeniería-Electrónica,Julio,2017/2018,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2512,Ingeniería de Materiales,4.67,Suspenso,INGENIERÍADEMATERIALES2289,Grado-en-Ingeniería-Electrónica,Septiembre,2017/2018,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2513,Inglés para la Salud,6.9,Aprobado,INGLÉSPARALASALUD7717,Grado-en-Ingeniería-Electrónica,Junio,2017/2018,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2514,Enfermería de la Infancia y Adolescencia,4.49,Suspenso,ENFERMERÍADELAINFANCIAYADOLESCENCIA7641,Grado-en-Ingeniería-Electrónica,Julio,2017/2018,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2515,Sistemas Robotizados,4.61,Suspenso,SISTEMASROBOTIZADOS5202,Grado-en-Ingeniería-Electrónica,Julio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2516,Expresión Gráfica,8.46,Aprobado,EXPRESIÓNGRÁFICA6641,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2517,Prácticas Clinicas III,9.97,Aprobado,PRÁCTICASCLINICASIII1013,Grado-en-Ingeniería-Electrónica,Septiembre,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2518,Habilidades Interpersonales y Comunicación,0.98,No presentado,HABILIDADESINTERPERSONALESYCOMUNICACIÓN9118,Grado-en-Ingeniería-Electrónica,Julio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2519,Gestión de Proyectos Informáticos,5.03,Aprobado,GESTIÓNDEPROYECTOSINFORMÁTICOS7940,Grado-en-Ingeniería-Electrónica,Julio,2018/2019,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2520,Fisíca 2,6.98,Aprobado,FISÍCA21722,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2521,Código Deontológico y Aspectos Legales,1.59,No presentado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES1810,Grado-en-Ingeniería-Electrónica,Septiembre,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2522,Prácticas Clinicas III,1.97,No presentado,PRÁCTICASCLINICASIII7322,Grado-en-Ingeniería-Electrónica,Julio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2523,Farmacología y Diétitica,6.56,Aprobado,FARMACOLOGÍAYDIÉTITICA8127,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2524,Sistemas y Tecnologías Despliegue y Mantenimiento,0.31,No presentado,SISTEMASYTECNOLOGÍASDESPLIEGUEYMANTENIMIENTO8985,Grado-en-Ingeniería-Electrónica,Junio,2019/2020,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2525,Electrónica de Potencia,6.67,Aprobado,ELECTRÓNICADEPOTENCIA2442,Grado-en-Ingeniería-Electrónica,Septiembre,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2526,Gestión de Proyectos Informáticos,0.53,No presentado,GESTIÓNDEPROYECTOSINFORMÁTICOS6875,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2527,Estructuras de Computadores,4.82,Suspenso,ESTRUCTURASDECOMPUTADORES8551,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2528,Fisiología y Fisiopatología,4.34,Suspenso,FISIOLOGÍAYFISIOPATOLOGÍA4640,Grado-en-Ingeniería-Electrónica,Junio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2529,Ánalisis de Datos Masivos,9.14,Aprobado,ÁNALISISDEDATOSMASIVOS6369,Grado-en-Ingeniería-Electrónica,Julio,2020/2021,cRbFY#####,Plan 2018,Universidad de la Laguna,ULL015
2530,Trabajo de Fin de Máster,3.58,No presentado,TRABAJODEFINDEMÁSTER3649,Grado-en-Ingeniería-Informática,Julio,2017/2018,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2531,Métodos Estadísticos,8.71,Aprobado,MÉTODOSESTADÍSTICOS3076,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2532,Gestión de la Calidad,8.51,Aprobado,GESTIÓNDELACALIDAD7086,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2533,Ánalisis de Datos Masivos,7.61,Aprobado,ÁNALISISDEDATOSMASIVOS7607,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2534,Ingeniería Fluidomecánica,6.15,Aprobado,INGENIERÍAFLUIDOMECÁNICA9094,Grado-en-Ingeniería-Informática,Junio,2017/2018,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2535,Ingeniería de Materiales,5.32,Aprobado,INGENIERÍADEMATERIALES9352,Grado-en-Ingeniería-Informática,Julio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2536,Elasticidad y Resistencia de Materiales,0.75,No presentado,ELASTICIDADYRESISTENCIADEMATERIALES1409,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2537,Computación en la Nube,9.44,Aprobado,COMPUTACIÓNENLANUBE5435,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2538,Proyectos de Instalaciones,2.01,No presentado,PROYECTOSDEINSTALACIONES5980,Grado-en-Ingeniería-Informática,Julio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2539,Electrónica Analógica,0.74,No presentado,ELECTRÓNICAANALÓGICA1925,Grado-en-Ingeniería-Informática,Junio,2018/2019,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2540,Enfermería Clinica Avanzada,0.07,No presentado,ENFERMERÍACLINICAAVANZADA4375,Grado-en-Ingeniería-Informática,Junio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2541,Visión por Computador,8.31,Aprobado,VISIÓNPORCOMPUTADOR8069,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2542,Automatización y Control Industrial,2.95,No presentado,AUTOMATIZACIÓNYCONTROLINDUSTRIAL3318,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2543,Optimización,7.22,Aprobado,OPTIMIZACIÓN4479,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2544,Redes y Sistemas Distribuidos,6.89,Aprobado,REDESYSISTEMASDISTRIBUIDOS2526,Grado-en-Ingeniería-Informática,Julio,2019/2020,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2545,Administración de Infraestructuras TIC y Sistemas,3.13,No presentado,ADMINISTRACIÓNDEINFRAESTRUCTURASTICYSISTEMAS5288,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2546,Principios de Computadores,5.85,Aprobado,PRINCIPIOSDECOMPUTADORES3226,Grado-en-Ingeniería-Informática,Junio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2547,Procesos Psicosociales,4.8,Suspenso,PROCESOSPSICOSOCIALES5185,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2548,Estructuras de Computadores,0.53,No presentado,ESTRUCTURASDECOMPUTADORES7033,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2549,Administración y Diseño de Bases de Datos,8.77,Aprobado,ADMINISTRACIÓNYDISEÑODEBASESDEDATOS3478,Grado-en-Ingeniería-Informática,Julio,2020/2021,nijSa#####,Plan 2018,Universidad de la Laguna,ULL015
2550,Electrónica Analógica,1.22,No presentado,ELECTRÓNICAANALÓGICA8724,Grado-en-Ingeniería-Informática,Junio,2017/2018,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2551,Métodos Estadísticos,4.21,Suspenso,MÉTODOSESTADÍSTICOS3859,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2552,Bioquímica y Nutrición,0.61,No presentado,BIOQUÍMICAYNUTRICIÓN4564,Grado-en-Ingeniería-Informática,Julio,2017/2018,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2553,Ingeniería Fluidomecánica,2.17,No presentado,INGENIERÍAFLUIDOMECÁNICA5881,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2554,Gestión de Riesgos en Ingeniería del Software,4.67,Suspenso,GESTIÓNDERIESGOSENINGENIERÍADELSOFTWARE9894,Grado-en-Ingeniería-Informática,Julio,2017/2018,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2555,Antropología y Bases Teóricas de la Enfermería,9.94,Aprobado,ANTROPOLOGÍAYBASESTEÓRICASDELAENFERMERÍA1903,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2556,Farmacología y Diétitica,3.32,No presentado,FARMACOLOGÍAYDIÉTITICA8445,Grado-en-Ingeniería-Informática,Julio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2557,Fisiología y Fisiopatología,8.14,Aprobado,FISIOLOGÍAYFISIOPATOLOGÍA6845,Grado-en-Ingeniería-Informática,Junio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2558,Redes y Sistemas Distribuidos,4.25,Suspenso,REDESYSISTEMASDISTRIBUIDOS9922,Grado-en-Ingeniería-Informática,Junio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2559,Prácticas Externas,6.8,Aprobado,PRÁCTICASEXTERNAS2537,Grado-en-Ingeniería-Informática,Junio,2018/2019,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2560,Fundamentos Físicos,0.56,No presentado,FUNDAMENTOSFÍSICOS8486,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2561,Inglés para la Salud,6.95,Aprobado,INGLÉSPARALASALUD5970,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2562,Automatización Industrial Avanzada,8.29,Aprobado,AUTOMATIZACIÓNINDUSTRIALAVANZADA3397,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2563,Enfermería Clinica I,5.52,Aprobado,ENFERMERÍACLINICAI9040,Grado-en-Ingeniería-Informática,Julio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2564,Administración de Sistemas,4.75,Suspenso,ADMINISTRACIÓNDESISTEMAS7463,Grado-en-Ingeniería-Informática,Junio,2019/2020,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2565,Electrónica Digital,7.78,Aprobado,ELECTRÓNICADIGITAL9745,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2566,Trabajo Fin de Grado,0.18,No presentado,TRABAJOFINDEGRADO9610,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2567,Fisiología y Fisiopatología,9.1,Aprobado,FISIOLOGÍAYFISIOPATOLOGÍA7567,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2568,Sistemas Electrónicos Digitales,9.02,Aprobado,SISTEMASELECTRÓNICOSDIGITALES7058,Grado-en-Ingeniería-Informática,Junio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2569,Administración de Sistemas,5.31,Aprobado,ADMINISTRACIÓNDESISTEMAS5120,Grado-en-Ingeniería-Informática,Julio,2020/2021,IsZVG#####,Plan 2018,Universidad de la Laguna,ULL015
2570,Trabajo Fin de Grado,7.29,Aprobado,TRABAJOFINDEGRADO1725,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2571,Robótica Computacional,0.11,No presentado,ROBÓTICACOMPUTACIONAL2290,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2572,Redes y Sistemas Distribuidos,1.81,No presentado,REDESYSISTEMASDISTRIBUIDOS6181,Grado-en-Ingeniería-Informática,Julio,2017/2018,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2573,Cálculo,8.34,Aprobado,CÁLCULO7228,Grado-en-Ingeniería-Informática,Junio,2017/2018,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2574,Computabilidad y Algoritmia,0.44,No presentado,COMPUTABILIDADYALGORITMIA3851,Grado-en-Ingeniería-Informática,Septiembre,2017/2018,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2575,Trabajo de Fin de Máster,4.96,Suspenso,TRABAJODEFINDEMÁSTER1564,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2576,Inteligencia Emocional,6.15,Aprobado,INTELIGENCIAEMOCIONAL4842,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2577,Ingeniería de Materiales,4.01,Suspenso,INGENIERÍADEMATERIALES4800,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2578,Ingeniería Logística,9.28,Aprobado,INGENIERÍALOGÍSTICA8613,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2579,Educación para la Salud,9.06,Aprobado,EDUCACIÓNPARALASALUD2027,Grado-en-Ingeniería-Informática,Septiembre,2018/2019,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2580,Enfermería Comunitaria,8.58,Aprobado,ENFERMERÍACOMUNITARIA6687,Grado-en-Ingeniería-Informática,Julio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2581,Laboratorio de Desarrollo y Herramientas,6.93,Aprobado,LABORATORIODEDESARROLLOYHERRAMIENTAS4789,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2582,Enfermería en Quirófano,9.22,Aprobado,ENFERMERÍAENQUIRÓFANO7703,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2583,Dirección y Gestión de Proyectos,2.94,No presentado,DIRECCIÓNYGESTIÓNDEPROYECTOS4194,Grado-en-Ingeniería-Informática,Septiembre,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2584,Enfermería Clinica I,8.86,Aprobado,ENFERMERÍACLINICAI6939,Grado-en-Ingeniería-Informática,Julio,2019/2020,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2585,Código Deontológico y Aspectos Legales,0.62,No presentado,CÓDIGODEONTOLÓGICOYASPECTOSLEGALES6244,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2586,Enfermería Clinica Avanzada I,0.37,No presentado,ENFERMERÍACLINICAAVANZADAI2581,Grado-en-Ingeniería-Informática,Junio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2587,Seguridad en Sistemas y Tecnologías Web,0.49,No presentado,SEGURIDADENSISTEMASYTECNOLOGÍASWEB3594,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2588,Enfermería Clinica I,3.25,No presentado,ENFERMERÍACLINICAI9789,Grado-en-Ingeniería-Informática,Septiembre,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2589,Ingeniería Térmica,9.79,Aprobado,INGENIERÍATÉRMICA2286,Grado-en-Ingeniería-Informática,Junio,2020/2021,hbqIn#####,Plan 2018,Universidad de la Laguna,ULL015
2590,Álgebra Lineal,0.99,No presentado,ÁLGEBRALINEAL2622,Grado-en-Matemáticas-Aplicadas,Junio,2017/2018,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2591,Cálculo Diferencial,7.94,Aprobado,CÁLCULODIFERENCIAL6053,Grado-en-Matemáticas-Aplicadas,Junio,2017/2018,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2592,Probabilidad y Estadística,4.65,Suspenso,PROBABILIDADYESTADÍSTICA7684,Grado-en-Matemáticas-Aplicadas,Julio,2017/2018,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2593,Optimización,6.45,Aprobado,OPTIMIZACIÓN2713,Grado-en-Matemáticas-Aplicadas,Junio,2017/2018,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2594,Análisis Numérico,0.2,No presentado,ANÁLISISNUMÉRICO7788,Grado-en-Matemáticas-Aplicadas,Julio,2017/2018,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2595,Álgebra Lineal,4.22,Suspenso,ÁLGEBRALINEAL1293,Grado-en-Matemáticas-Aplicadas,Julio,2018/2019,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2596,Cálculo Diferencial,6.37,Aprobado,CÁLCULODIFERENCIAL1301,Grado-en-Matemáticas-Aplicadas,Junio,2018/2019,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2597,Probabilidad y Estadística,3.95,No presentado,PROBABILIDADYESTADÍSTICA6560,Grado-en-Matemáticas-Aplicadas,Septiembre,2018/2019,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2598,Optimización,1.88,No presentado,OPTIMIZACIÓN6858,Grado-en-Matemáticas-Aplicadas,Septiembre,2018/2019,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2599,Análisis Numérico,4.23,Suspenso,ANÁLISISNUMÉRICO6034,Grado-en-Matemáticas-Aplicadas,Julio,2018/2019,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2600,Álgebra Lineal,7.29,Aprobado,ÁLGEBRALINEAL2567,Grado-en-Matemáticas-Aplicadas,Junio,2019/2020,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2601,Cálculo Diferencial,3.28,No presentado,CÁLCULODIFERENCIAL4829,Grado-en-Matemáticas-Aplicadas,Junio,2019/2020,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2602,Probabilidad y Estadística,5.96,Aprobado,PROBABILIDADYESTADÍSTICA5475,Grado-en-Matemáticas-Aplicadas,Septiembre,2019/2020,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2603,Optimización,5.97,Aprobado,OPTIMIZACIÓN8945,Grado-en-Matemáticas-Aplicadas,Julio,2019/2020,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2604,Análisis Numérico,5.93,Aprobado,ANÁLISISNUMÉRICO9182,Grado-en-Matemáticas-Aplicadas,Septiembre,2019/2020,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2605,Álgebra Lineal,8.36,Aprobado,ÁLGEBRALINEAL9177,Grado-en-Matemáticas-Aplicadas,Julio,2020/2021,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2606,Cálculo Diferencial,4.2,Suspenso,CÁLCULODIFERENCIAL7749,Grado-en-Matemáticas-Aplicadas,Junio,2020/2021,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
2607,Probabilidad y Estadística,2.04,No presentado,PROBABILIDADYESTADÍSTICA4996,Grado-en-Matemáticas-Aplicadas,Septiembre,2020/2021,LIWPC#####,Plan 2018,Universidad de la Laguna,ULL015
